class name	function name	function line	type	#variables	#coefficients	time H text (s)	time H image (s)	Time H Total (s)	Time KDM (s)
EmbeddingComposite	sample_ising	239	Ising	29	88	0.0007175999999997629	1.4396608000000004	2.8211836000000012	0.04008220000000051
EmbeddingComposite	sample	149	QUBO	29	88	0.0005429999999968516	0.8875997000000027	1.9115588999999993	0.04631140000000045
