class name	function name	function line	type	#variables	#coefficients	time H text (s)	time H image (s)	Time H Total (s)	Time KDM (s)
EmbeddingComposite	sample_qubo	268	TupleWithoutOffset	7	16	0.0014712999999995091	0.24016280000000023	0.7606647999999998	0.009816199999999498
EmbeddingComposite	sample	149	QUBO	7	16	0.010991699999999938	0.12109019999999937	0.24525120000000022	0.01846369999999986
