class name	function name	function line	type	#variables	#coefficients	time H text (s)	time H image (s)	Time H Total (s)	Time KDM (s)
EmbeddingComposite	sample	149	QUBO	11	29	0.0012866000000002487	1.7756749999999997	2.9563512000000003	0.02289169999999885
EmbeddingComposite	sample	149	QUBO	11	29	0.0008155999999992503	1.9369611000000013	2.0172101	0.05633269999999868
EmbeddingComposite	sample	149	QUBO	11	29	0.0007794000000007628	1.5999806000000003	2.6435952	0.06846249999999898
